#BLTrackFile NTuple/Z1700
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight
#mm mm mm MeV/c MeV/c MeV/c ns - - - - -
-2.40792 -2.6304 1700 0.282849 0.439109 27.9951 22.1394 -13 1 1 0 1
1.75231 7.46468 1700 -0.269395 -0.651766 27.9911 22.1429 -13 2 1 0 1
5.2627 2.0365 1700 -0.260524 -0.260059 27.9976 22.1385 -13 3 1 0 1
-1.57966 4.1326 1700 -0.058858 -0.0942998 27.9998 22.1371 -13 4 1 0 1
-0.928652 -1.16253 1700 0.166706 -0.0557586 27.9994 22.1369 -13 5 1 0 1
1.54391 2.08999 1700 -0.178521 -0.301334 27.9978 22.1382 -13 6 1 0 1
-3.05647 -3.59176 1700 0.232742 0.540592 27.9938 22.1402 -13 7 1 0 1
-4.29022 -3.56372 1700 0.434779 0.488622 27.9924 22.141 -13 8 1 0 1
0.191571 -5.68581 1700 0.318238 0.429936 27.9949 22.1399 -13 9 1 0 1
-4.51049 -0.192736 1700 0.0895794 0.00106872 27.9999 22.1368 -13 10 1 0 1
2.43227 0.375547 1700 -0.0492777 -0.0708717 27.9999 22.1368 -13 11 1 0 1
-7.07024 0.961919 1700 0.0725733 -0.0308582 27.9999 22.137 -13 12 1 0 1
-3.4761 2.43767 1700 -0.124331 -0.260967 27.9985 22.1379 -13 13 1 0 1
1.67233 4.00814 1700 -0.252937 -0.152383 27.9984 22.1381 -13 14 1 0 1
2.22791 4.95889 1700 -0.207902 0.0389602 27.9992 22.1377 -13 15 1 0 1
-1.1101 1.60465 1700 0.0195775 -0.223633 27.9991 22.1373 -13 16 1 0 1
0.683964 -1.12845 1700 0.133237 -0.0858556 27.9996 22.1369 -13 17 1 0 1
-0.611344 -1.80506 1700 0.20891 0.148781 27.9988 22.1373 -13 18 1 0 1
0.927551 -4.80356 1700 0.236417 0.358394 27.9967 22.1388 -13 19 1 0 1
-2.09778 0.665486 1700 0.0815727 0.215984 27.999 22.1371 -13 20 1 0 1
