#BLTrackFile NTuple/Z5900
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight
#mm mm mm MeV/c MeV/c MeV/c ns - - - - -
34.871 9.68231 5900 0.209357 -0.778065 27.9884 76.7164 -13 1 1 0 1
7.11057 -15.0591 5900 0.0472302 1.01966 27.9814 76.76 -13 2 1 0 1
-24.5847 -7.59876 5900 -0.146486 0.572696 27.9938 76.775 -13 3 1 0 1
5.65236 -3.358 5900 0.0504663 0.0821649 27.9998 76.7518 -13 4 1 0 1
39.8031 0.970214 5900 0.236119 0.000446107 27.999 76.6907 -13 5 1 0 1
-13.7761 -6.48827 5900 -0.0727722 0.502079 27.9954 76.7723 -13 6 1 0 1
10.6358 11.7803 5900 0.0770829 -0.918415 27.9848 76.7608 -13 7 1 0 1
61.564 11.8611 5900 0.351417 -0.957407 27.9814 76.6951 -13 8 1 0 1
38.5679 10.6287 5900 0.217653 -0.693913 27.9906 76.6939 -13 9 1 0 1
9.73802 2.39643 5900 0.08167 -0.163423 27.9994 76.7559 -13 10 1 0 1
3.09287 -2.20714 5900 0.0183819 0.17078 27.9995 76.7324 -13 11 1 0 1
3.71593 2.17441 5900 0.0576008 -0.188725 27.9993 76.7799 -13 12 1 0 1
-17.1041 -3.94003 5900 -0.0727899 0.286541 27.9984 76.8006 -13 13 1 0 1
-31.2545 -5.89875 5900 -0.169419 0.310851 27.9978 76.8029 -13 14 1 0 1
-22.9137 -4.00655 5900 -0.124949 0.0405685 27.9997 76.7838 -13 15 1 0 1
22.47 -3.50384 5900 0.142247 0.265729 27.9984 76.7218 -13 16 1 0 1
38.1965 -0.230384 5900 0.221326 0.0988267 27.999 76.6849 -13 17 1 0 1
38.9083 4.25334 5900 0.228842 -0.293573 27.9975 76.6916 -13 18 1 0 1
26.9845 8.59802 5900 0.153519 -0.54717 27.9942 76.7036 -13 19 1 0 1
9.19216 3.83661 5900 0.0698822 -0.400272 27.9971 76.7476 -13 20 1 0 1
11.9933 -0.68852 5900 0.065994 0.173443 27.9994 76.7134 -13 21 1 0 1
10.6184 5.55157 5900 0.0705099 -0.353239 27.9977 76.7349 -13 22 1 0 1
-3.70692 -0.642916 5900 0.000942205 -0.0198914 28 76.7721 -13 23 1 0 1
-4.66452 4.86912 5900 -0.0176431 -0.318543 27.9982 76.758 -13 24 1 0 1
-13.3296 -4.17993 5900 -0.0676922 0.193768 27.9992 76.7711 -13 25 1 0 1
-5.05891 -3.6838 5900 -0.0158105 0.199563 27.9993 76.7633 -13 26 1 0 1
20.3467 -2.69867 5900 0.121601 0.129701 27.9994 76.7116 -13 27 1 0 1
22.4363 -4.45153 5900 0.132603 0.239931 27.9987 76.7086 -13 28 1 0 1
-14.822 -7.88361 5900 -0.0735644 0.526979 27.9949 76.782 -13 29 1 0 1
24.7919 -4.35014 5900 0.148336 0.23203 27.9986 76.7084 -13 30 1 0 1
21.869 -0.682824 5900 0.143357 0.0425942 27.9996 76.7267 -13 31 1 0 1
-16.3702 -10.6669 5900 -0.0884878 0.537596 27.9947 76.7774 -13 32 1 0 1
16.8936 2.76467 5900 0.0986547 -0.160835 27.9994 76.7127 -13 33 1 0 1
1.20667 -5.54894 5900 0.014432 0.552252 27.9945 76.7507 -13 34 1 0 1
6.77856 0.175939 5900 0.0461282 -0.0153321 28 76.7346 -13 35 1 0 1
31.3308 -7.05808 5900 0.180158 0.500839 27.9949 76.698 -13 36 1 0 1
65.2648 7.50892 5900 0.358427 -0.452315 27.9941 76.6504 -13 37 1 0 1
38.4993 -3.50868 5900 0.230454 0.132375 27.9987 76.6957 -13 38 1 0 1
20.2649 3.6623 5900 0.12564 -0.0909173 27.9996 76.7181 -13 39 1 0 1
1.54237 1.29417 5900 0.0315356 -0.133296 27.9997 76.7644 -13 40 1 0 1
20.095 -6.66046 5900 0.117385 0.412324 27.9967 76.7126 -13 41 1 0 1
19.3124 19.9396 5900 0.119468 -1.16272 27.9756 76.7604 -13 42 1 0 1
40.6484 -0.145601 5900 0.243471 0.0714034 27.9989 76.6934 -13 43 1 0 1
10.5151 -3.33355 5900 0.0673947 0.137492 27.9996 76.7293 -13 44 1 0 1
38.159 4.77009 5900 0.218697 -0.304181 27.9975 76.6849 -13 45 1 0 1
-4.50837 -2.81683 5900 0.00350097 0.358203 27.9977 76.787 -13 46 1 0 1
2.58178 2.71885 5900 0.0251746 -0.235881 27.999 76.7468 -13 47 1 0 1
18.7474 -0.495365 5900 0.114617 -0.0463223 27.9997 76.7162 -13 48 1 0 1
5.31676 -8.98897 5900 0.0437863 0.44302 27.9965 76.7516 -13 49 1 0 1
29.0746 -2.12261 5900 0.173432 0.177247 27.9989 76.7026 -13 50 1 0 1
3.40837 4.78109 5900 0.0232488 -0.410032 27.997 76.7393 -13 51 1 0 1
-48.5332 -0.483078 5900 -0.268832 -0.0316959 27.9987 76.8271 -13 52 1 0 1
5.82284 -2.84315 5900 0.0464389 0.153125 27.9995 76.7449 -13 53 1 0 1
-8.28936 0.727795 5900 -0.0374162 -0.0438137 27.9999 76.7634 -13 54 1 0 1
-21.3676 1.9416 5900 -0.114916 -0.18019 27.9992 76.7824 -13 55 1 0 1
31.2665 -4.2863 5900 0.17473 0.143383 27.9991 76.6846 -13 56 1 0 1
14.2765 7.48376 5900 0.0777033 -0.527227 27.9949 76.7158 -13 57 1 0 1
-3.64391 3.08296 5900 -0.00576048 -0.266351 27.9987 76.7636 -13 58 1 0 1
-4.79741 1.86301 5900 -0.021887 0.00206077 28 76.7515 -13 59 1 0 1
22.1835 1.24087 5900 0.148604 -0.226906 27.9987 76.7318 -13 60 1 0 1
45.3464 -0.0717451 5900 0.260508 -0.0159392 27.9988 76.6748 -13 61 1 0 1
23.1277 -8.78217 5900 0.151421 0.773756 27.9889 76.7436 -13 62 1 0 1
-17.3403 3.04801 5900 -0.0743611 -0.112864 27.9997 76.7986 -13 63 1 0 1
15.4355 3.94454 5900 0.11295 -0.132064 27.9995 76.746 -13 64 1 0 1
13.1709 -1.99012 5900 0.0949336 0.270804 27.9985 76.7434 -13 65 1 0 1
31.3179 6.58921 5900 0.190532 -0.539495 27.9942 76.7129 -13 66 1 0 1
-19.967 1.25636 5900 -0.120568 -0.170902 27.9992 76.7626 -13 67 1 0 1
-18.2537 -2.26485 5900 -0.0896846 0.136338 27.9995 76.787 -13 68 1 0 1
37.9001 -2.37465 5900 0.224765 0.149541 27.9987 76.693 -13 69 1 0 1
54.9727 2.79524 5900 0.317967 -0.20754 27.9974 76.6725 -13 70 1 0 1
15.4388 -5.28271 5900 0.0804509 0.336358 27.9979 76.7033 -13 71 1 0 1
