#BLTrackFile2 Z4300
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight Bx By Bz Ex Ey Ez ProperTime PathLength PolX PolY PolZ InitX InitY InitZ InitT InitKE
14.0512 24.7316 4300 0.209798 0.040745 27.9992 55.8733 -13 1 1 0 1 4.62259e-05 -0.000946024 0.000193896 0 0 0 54.009 4290.83 0.0100449 0.0021295 0.999947 -18.2711 0.0687087 0 0 3.64712 
2.54865 -32.8415 4300 0.022874 -0.127237 27.9997 55.9151 -13 2 1 0 1 -2.27637e-05 -0.00126667 -8.22842e-05 0 0 0 54.0494 4294.04 0.0030777 -0.00458966 0.999985 24.1057 3.44172 0 0 3.64712 
-10.0281 -18.3442 4300 -0.193489 -0.042995 27.9993 55.9359 -13 3 1 0 1 -3.68176e-05 -0.000300966 -9.75869e-06 0 0 0 54.0695 4295.64 -0.00727693 -0.00437034 0.999964 15.1374 -3.46781 0 0 3.64712 
1.11506 -3.03793 4300 0.0248407 -0.0770412 27.9999 55.917 -13 4 1 0 1 -7.46041e-06 -0.0012608 6.21208e-05 0 0 0 54.0513 4294.18 0.005373 -0.000852479 0.999985 1.9832 0.0415661 0 0 3.64712 
16.4946 0.152786 4300 0.235374 0.0307379 27.999 55.8521 -13 5 1 0 1 4.12104e-08 -0.000948292 8.44356e-05 0 0 0 53.9885 4289.2 0.0076603 0.00118045 0.99997 0.0959302 4.03973 0 0 3.64712 
-6.35785 -16.0865 4300 -0.111413 -0.030813 27.9998 55.9351 -13 6 1 0 1 -2.59004e-05 -0.000293504 -1.02748e-05 0 0 0 54.0687 4295.57 -0.00404402 -0.000890358 0.999991 13.1196 -1.43483 0 0 3.64712 
3.32397 29.3249 4300 0.0569811 0.056458 27.9999 55.9183 -13 7 1 0 1 2.34838e-05 -0.00126263 0.000221957 0 0 0 54.0525 4294.28 0.00465656 0.00396524 0.999981 -21.0446 -3.72744 0 0 3.64712 
25.2469 30.0571 4300 0.387672 0.0626493 27.9972 55.8425 -13 8 1 0 1 7.61193e-05 -0.000917564 0.000232012 0 0 0 53.9792 4288.46 0.0162061 0.00359654 0.999862 -22.7148 3.27163 0 0 3.64712 
16.5779 22.371 4300 0.219657 0.100449 27.999 55.8508 -13 9 1 0 1 4.85604e-05 -0.000942418 0.000183135 0 0 0 53.9873 4289.1 0.0066797 0.00185895 0.999976 -15.6965 0.387485 0 0 3.64712 
2.28378 5.29504 4300 0.0600847 0.0186526 27.9999 55.9208 -13 10 1 0 1 -6.50667e-07 -0.00126145 0.000102024 0 0 0 54.0549 4294.48 0.00357561 0.00493303 0.999981 -3.37225 0.0960781 0 0 3.64712 
1.36078 -5.48301 4300 -0.0115849 -0.00999819 28 55.8976 -13 11 1 0 1 -9.13202e-06 -0.00126063 5.0105e-05 0 0 0 54.0325 4292.69 -0.00028776 -0.00198141 0.999998 4.9412 -0.874347 0 0 3.64712 
-1.14959 6.01352 4300 0.0332949 0.00290893 28 55.945 -13 12 1 0 1 -2.85284e-07 -0.00126318 0.000109958 0 0 0 54.0783 4296.34 0.00397524 0.00693912 0.999968 -4.09976 -0.228467 0 0 3.64712 
-9.3014 -9.22821 4300 -0.108481 -0.0248728 27.9998 55.9647 -13 13 1 0 1 -1.82183e-05 -0.000298671 -4.69449e-06 0 0 0 54.0974 4297.85 -0.00233985 0.00388634 0.99999 7.82634 -1.65995 0 0 3.64712 
-14.1035 -10.2593 4300 -0.215976 -0.0794909 27.9991 55.9649 -13 14 1 0 1 -2.42878e-05 -0.000309558 -6.75152e-06 0 0 0 54.0976 4297.86 -0.00444599 -0.00242895 0.999987 8.50964 -4.63584 0 0 3.64712 
-10.3394 -1.90378 4300 -0.166864 -0.112249 27.9993 55.9478 -13 15 1 0 1 -3.95407e-06 -0.000300553 -9.97566e-07 0 0 0 54.081 4296.55 -4.80855e-05 -0.00478998 0.999989 1.55047 -4.85389 0 0 3.64712 
