#BLTrackFile2 Z11500
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight Bx By Bz Ex Ey Ez ProperTime PathLength PolX PolY PolZ InitX InitY InitZ InitT InitKE
29.4641 20.7675 11500 0.108745 1.32602 27.9684 149.919 -13 1 1 0 1 -0.00031028 -0.00834406 -0.00128321 0 0 0 144.916 11513.1 0.00572131 0.0480761 0.998827 -18.2711 0.0687087 0 0 3.64712 
-0.999151 -23.8258 11500 0.345183 -1.64883 27.9493 149.755 -13 2 1 0 1 0.000338575 -0.0078741 0.00134886 0 0 0 144.759 11500.6 0.0138872 -0.0589846 0.998162 24.1057 3.44172 0 0 3.64712 
-34.7467 -13.4494 11500 0.599713 -0.94168 27.9777 149.444 -13 3 1 0 1 0.000194846 -0.00746959 0.000692709 0 0 0 144.457 11476.6 0.0203964 -0.036521 0.999125 15.1374 -3.46781 0 0 3.64712 
1.79713 0.568774 11500 0.353033 -0.068325 27.9977 149.653 -13 4 1 0 1 -8.10799e-06 -0.00805036 -3.26229e-05 0 0 0 144.66 11492.7 0.0163894 -0.000535103 0.999866 1.9832 0.0415661 0 0 3.64712 
38.2741 -0.977824 11500 0.0994814 -0.0270591 27.9998 149.882 -13 5 1 0 1 1.45111e-05 -0.00858417 6.20833e-05 0 0 0 144.881 11510.3 0.00208538 -0.000886521 0.999997 0.0959302 4.03973 0 0 3.64712 
-21.4755 -11.1495 11500 0.507053 -0.816049 27.9835 149.528 -13 6 1 0 1 0.000172116 -0.00767824 0.000603765 0 0 0 144.539 11483.1 0.017354 -0.0289812 0.999429 13.1196 -1.43483 0 0 3.64712 
4.7119 22.8331 11500 0.309462 1.52618 27.9567 149.776 -13 7 1 0 1 -0.000325397 -0.00796853 -0.00131083 0 0 0 144.779 11502.2 0.0129947 0.0564996 0.998318 -21.0446 -3.72744 0 0 3.64712 
52.7558 33.0137 11500 -0.167988 1.75836 27.9442 150.164 -13 8 1 0 1 -0.000483203 -0.00850981 -0.00214523 0 0 0 145.154 11532 -0.004367 0.0642222 0.997926 -22.7148 3.27163 0 0 3.64712 
32.2804 16.2184 11500 0.0906708 1.12463 27.9773 149.909 -13 9 1 0 1 -0.000242728 -0.00842269 -0.00101407 0 0 0 144.907 11512.4 0.00133241 0.0385098 0.999257 -15.6965 0.387485 0 0 3.64712 
7.59598 3.11076 11500 0.320211 0.252701 27.997 149.697 -13 10 1 0 1 -4.46996e-05 -0.00812914 -0.000181397 0 0 0 144.703 11496.1 0.0121721 0.0133016 0.999837 -3.37225 0.0960781 0 0 3.64712 
-4.36288 -3.50475 11500 0.377321 -0.271942 27.9961 149.607 -13 11 1 0 1 4.98881e-05 -0.00795489 0.000197776 0 0 0 144.615 11489.2 0.0129069 -0.0113514 0.999852 4.9412 -0.874347 0 0 3.64712 
2.86855 4.13595 11500 0.361114 0.30761 27.996 149.676 -13 12 1 0 1 -5.90394e-05 -0.00805779 -0.000237883 0 0 0 144.682 11494.5 0.0150007 0.0178299 0.999729 -4.09976 -0.228467 0 0 3.64712 
-21.4104 -5.84873 11500 0.52071 -0.454668 27.9915 149.522 -13 13 1 0 1 9.0379e-05 -0.00769661 0.00031705 0 0 0 144.533 11482.6 0.0194216 -0.0114822 0.999745 7.82634 -1.65995 0 0 3.64712 
-39.0991 -5.20731 11500 0.634614 -0.457183 27.9891 149.402 -13 14 1 0 1 8.03813e-05 -0.00743415 0.00026894 0 0 0 144.417 11473.4 0.0252507 -0.0159238 0.999554 8.50964 -4.63584 0 0 3.64712 
-31.1476 2.55895 11500 0.567577 0.030127 27.9942 149.443 -13 15 1 0 1 -3.73462e-05 -0.00755928 -0.000133408 0 0 0 144.456 11476.5 0.0254972 0.00030697 0.999675 1.55047 -4.85389 0 0 3.64712 
19.5412 -5.7378 11500 0.228683 -0.42684 27.9958 149.77 -13 16 1 0 1 8.25914e-05 -0.0082911 0.000347695 0 0 0 144.773 11501.7 0.00804958 -0.0141003 0.999868 6.48226 2.952 0 0 3.64712 
35.3224 -3.31783 11500 0.113486 -0.190309 27.9991 149.86 -13 17 1 0 1 4.96434e-05 -0.00853268 0.00020978 0 0 0 144.86 11508.6 0.00206304 -0.00806621 0.999965 2.52433 3.88685 0 0 3.64712 
36.4927 6.51992 11500 0.103009 0.472576 27.9958 149.881 -13 18 1 0 1 -9.72756e-05 -0.00854259 -0.000413065 0 0 0 144.88 11510.2 0.00337221 0.0163453 0.999861 -6.8342 2.4987 0 0 3.64712 
