#BLTrackFile2 Z8000
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight Bx By Bz Ex Ey Ez ProperTime PathLength PolX PolY PolZ InitX InitY InitZ InitT InitKE
33.4014 -41.3756 8000 0.425068 -0.420334 27.9936 104.295 -13 1 1 0 1 0.000902423 0.00925064 0.00288293 0 0 0 100.815 8009.4 0.0170327 -0.0143645 0.999752 -18.2711 0.0687087 0 0 3.64712 
2.70652 51.0846 8000 0.399078 0.569144 27.9914 104.108 -13 2 1 0 1 -0.00110125 0.0095865 -0.00379915 0 0 0 100.634 7995.02 0.0158145 0.0203168 0.999669 24.1057 3.44172 0 0 3.64712 
-31.9453 29.4634 8000 0.411045 0.321225 27.9951 103.84 -13 3 1 0 1 -0.000653553 0.0108996 -0.00252684 0 0 0 100.375 7974.47 0.0136406 0.00864021 0.99987 15.1374 -3.46781 0 0 3.64712 
2.63853 1.72938 8000 0.449191 0.0622601 27.9963 104.077 -13 4 1 0 1 -3.84737e-05 0.0104503 -0.000133594 0 0 0 100.605 7992.7 0.019828 0.00413306 0.999795 1.9832 0.0415661 0 0 3.64712 
39.1225 1.09624 8000 0.452001 -0.00713544 27.9964 104.301 -13 5 1 0 1 -2.44256e-05 0.00964086 -7.66143e-05 0 0 0 100.821 8009.89 0.0146907 -0.000174074 0.999892 0.0959302 4.03973 0 0 3.64712 
-19.3761 26.0988 8000 0.425748 0.279869 27.9954 103.933 -13 6 1 0 1 -0.000563858 0.0106932 -0.00214512 0 0 0 100.465 7981.57 0.0144468 0.0102086 0.999844 13.1196 -1.43483 0 0 3.64712 
7.34248 -48.0257 8000 0.415304 -0.498083 27.9925 104.14 -13 7 1 0 1 0.00103517 0.00958972 0.00355825 0 0 0 100.665 7997.51 0.0167737 -0.0158719 0.999733 -21.0446 -3.72744 0 0 3.64712 
61.8904 -51.2673 8000 0.417994 -0.502741 27.9924 104.503 -13 8 1 0 1 0.00104029 0.00842637 0.0032201 0 0 0 101.016 8025.35 0.0165908 -0.0166287 0.999724 -22.7148 3.27163 0 0 3.64712 
36.6487 -34.7636 8000 0.423692 -0.390702 27.9941 104.296 -13 9 1 0 1 0.000762082 0.00932765 0.0024106 0 0 0 100.816 8009.49 0.0132448 -0.0156799 0.999789 -15.6965 0.387485 0 0 3.64712 
7.6086 -8.21368 8000 0.45588 -0.0916385 27.9961 104.12 -13 10 1 0 1 0.00018246 0.0103185 0.00062888 0 0 0 100.646 7995.95 0.0170205 0.000989753 0.999855 -3.37225 0.0960781 0 0 3.64712 
-1.41901 8.90526 8000 0.430615 0.0942466 27.9965 104.029 -13 11 1 0 1 -0.000197032 0.0105157 -0.00069679 0 0 0 100.558 7988.99 0.0148113 0.00174294 0.999889 4.9412 -0.874347 0 0 3.64712 
1.84839 -10.1358 8000 0.463903 -0.101993 27.996 104.098 -13 12 1 0 1 0.000225091 0.0104379 0.000784131 0 0 0 100.624 7994.26 0.0186706 0.00318629 0.999821 -4.09976 -0.228467 0 0 3.64712 
-21.4593 14.6225 8000 0.451305 0.162025 27.9959 103.939 -13 13 1 0 1 -0.000317454 0.0109021 -0.00121686 0 0 0 100.471 7982.05 0.0169464 0.010568 0.999801 7.82634 -1.65995 0 0 3.64712 
-37.8877 13.9946 8000 0.436471 0.188126 27.996 103.815 -13 14 1 0 1 -0.000321733 0.0112711 -0.0012321 0 0 0 100.351 7972.54 0.0181664 0.0071458 0.999809 8.50964 -4.63584 0 0 3.64712 
-29.0574 -1.78534 8000 0.43619 0.0478402 27.9966 103.863 -13 15 1 0 1 3.95048e-05 0.0111446 0.000153534 0 0 0 100.398 7976.26 0.0207997 0.000940326 0.999783 1.55047 -4.85389 0 0 3.64712 
20.53 13.8505 8000 0.447804 0.145558 27.996 104.189 -13 16 1 0 1 -0.00030478 0.00999069 -0.00103098 0 0 0 100.712 8001.23 0.0158859 0.00636749 0.999854 6.48226 2.952 0 0 3.64712 
