#BLTrackFile2 Z5900
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight Bx By Bz Ex Ey Ez ProperTime PathLength PolX PolY PolZ InitX InitY InitZ InitT InitKE
34.871 9.68231 5900 0.209357 -0.778065 27.9884 76.7164 -13 1 1 0 1 0.00172504 0.00618677 -0.000388813 0 0 0 74.1567 5891.49 0.0100298 -0.0271521 0.999581 -18.2711 0.0687087 0 0 3.64712 
7.11057 -15.0591 5900 0.0472302 1.01966 27.9814 76.76 -13 2 1 0 1 -0.00266532 0.00125924 0.000117375 0 0 0 74.1988 5894.83 0.00394853 0.0364211 0.999329 24.1057 3.44172 0 0 3.64712 
-24.5847 -7.59876 5900 -0.146486 0.572696 27.9938 76.775 -13 3 1 0 1 -0.00134885 -0.00435535 -0.000211002 0 0 0 74.2133 5895.99 -0.0055978 0.0176459 0.999829 15.1374 -3.46781 0 0 3.64712 
5.65236 -3.358 5900 0.0504663 0.0821649 27.9998 76.7518 -13 4 1 0 1 -0.000593931 0.0009996 2.01131e-05 0 0 0 74.1909 5894.21 0.00628933 0.00484009 0.999969 1.9832 0.0415661 0 0 3.64712 
39.8031 0.970214 5900 0.236119 0.000446107 27.999 76.6907 -13 5 1 0 1 0.000173223 0.00706213 -4.47633e-05 0 0 0 74.1318 5889.52 0.00768695 9.7415e-05 0.99997 0.0959302 4.03973 0 0 3.64712 
-13.7761 -6.48827 5900 -0.0727722 0.502079 27.9954 76.7723 -13 6 1 0 1 -0.00114874 -0.00243786 -9.73773e-05 0 0 0 74.2107 5895.78 -0.00266224 0.0181644 0.999831 13.1196 -1.43483 0 0 3.64712 
10.6358 11.7803 5900 0.0770829 -0.918415 27.9848 76.7608 -13 7 1 0 1 0.00208496 0.00188249 -0.000135482 0 0 0 74.1996 5894.9 0.00537649 -0.0308959 0.999508 -21.0446 -3.72744 0 0 3.64712 
61.564 11.8611 5900 0.351417 -0.957407 27.9814 76.6951 -13 8 1 0 1 0.00214746 0.010988 -0.000880528 0 0 0 74.1361 5889.85 0.0149128 -0.0328846 0.999348 -22.7148 3.27163 0 0 3.64712 
38.5679 10.6287 5900 0.217653 -0.693913 27.9906 76.6939 -13 9 1 0 1 0.0018969 0.00684718 -0.000475358 0 0 0 74.1349 5889.76 0.00660524 -0.0265435 0.999626 -15.6965 0.387485 0 0 3.64712 
9.73802 2.39643 5900 0.08167 -0.163423 27.9994 76.7559 -13 10 1 0 1 0.000423956 0.00172204 -2.47288e-05 0 0 0 74.1948 5894.52 0.00434821 -0.00157777 0.999989 -3.37225 0.0960781 0 0 3.64712 
3.09287 -2.20714 5900 0.0183819 0.17078 27.9995 76.7324 -13 11 1 0 1 -0.000390321 0.000546928 7.2337e-06 0 0 0 74.1721 5892.71 0.0007837 0.00448275 0.99999 4.9412 -0.874347 0 0 3.64712 
3.71593 2.17441 5900 0.0576008 -0.188725 27.9993 76.7799 -13 12 1 0 1 0.000384547 0.000657105 -8.56206e-06 0 0 0 74.2181 5896.37 0.00484533 8.64408e-05 0.999988 -4.09976 -0.228467 0 0 3.64712 
