#BLTrackFile2 Z9800
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight Bx By Bz Ex Ey Ez ProperTime PathLength PolX PolY PolZ InitX InitY InitZ InitT InitKE
26.6208 -75.9308 9800 0.256055 1.02766 27.98 127.742 -13 1 1 0 1 0.0364798 -0.0130007 -0.000711068 0 0 0 123.479 9810 0.0109982 0.0373839 0.99924 -18.2711 0.0687087 0 0 3.64712 
0.270017 97.4624 9800 -0.0958487 -1.28586 27.9703 127.558 -13 2 1 0 1 -0.0468131 -0.000133142 8.76912e-06 0 0 0 123.302 9795.94 -0.00188259 -0.0460037 0.998939 24.1057 3.44172 0 0 3.64712 
-28.7316 55.7041 9800 -0.471859 -0.734908 27.9864 127.283 -13 3 1 0 1 -0.0266349 0.0138547 -0.000589379 0 0 0 123.036 9774.8 -0.0179419 -0.0291184 0.999415 15.1374 -3.46781 0 0 3.64712 
1.648 6.27705 9800 -0.0492984 -0.0585939 27.9999 127.517 -13 4 1 0 1 -0.00296245 -0.000777991 3.75291e-06 0 0 0 123.262 9792.72 0.00200352 -0.00018727 0.999998 1.9832 0.0415661 0 0 3.64712 
32.3477 0.738447 9800 0.352798 -0.0198514 27.9978 127.741 -13 5 1 0 1 -0.00035089 -0.0153034 9.01756e-06 0 0 0 123.479 9809.99 0.0111434 -0.000629106 0.999938 0.0959302 4.03973 0 0 3.64712 
-17.6143 48.9706 9800 -0.315999 -0.644501 27.9908 127.375 -13 6 1 0 1 -0.0232893 0.00844569 -0.000323054 0 0 0 123.125 9781.81 -0.0120758 -0.0228435 0.999666 13.1196 -1.43483 0 0 3.64712 
4.84595 -88.9968 9800 -0.023099 1.1915 27.9746 127.589 -13 7 1 0 1 0.0426643 -0.00237884 -0.000148065 0 0 0 123.331 9798.25 0.00111196 0.0445264 0.999008 -21.0446 -3.72744 0 0 3.64712 
49.7311 -93.0729 9800 0.527744 1.30387 27.9646 127.955 -13 8 1 0 1 0.0456136 -0.0247143 -0.00145635 0 0 0 123.685 9826.36 0.0205515 0.0479208 0.99864 -22.7148 3.27163 0 0 3.64712 
29.0337 -66.3726 9800 0.281924 0.876257 27.9849 127.742 -13 9 1 0 1 0.0318305 -0.0140963 -0.000693735 0 0 0 123.479 9810 0.00815229 0.0296506 0.999527 -15.6965 0.387485 0 0 3.64712 
6.22184 -15.6393 9800 0.0186648 0.202445 27.9993 127.559 -13 10 1 0 1 0.00738797 -0.00294152 -3.61091e-05 0 0 0 123.303 9795.99 0.00139293 0.0115042 0.999933 -3.37225 0.0960781 0 0 3.64712 
-2.77898 16.6034 9800 -0.128064 -0.217518 27.9989 127.468 -13 11 1 0 1 -0.00784191 0.00131411 -1.71618e-05 0 0 0 123.215 9789.02 -0.00516428 -0.00940535 0.999942 4.9412 -0.874347 0 0 3.64712 
1.88841 -18.5309 9800 -0.0275023 0.2456 27.9989 127.537 -13 12 1 0 1 0.00875261 -0.000893356 -1.30663e-05 0 0 0 123.282 9794.3 0.00110893 0.0156119 0.999878 -4.09976 -0.228467 0 0 3.64712 
-18.2027 27.7857 9800 -0.300334 -0.361514 27.9961 127.379 -13 13 1 0 1 -0.0131676 0.00864207 -0.000191457 0 0 0 123.129 9782.14 -0.00992632 -0.00815306 0.999917 7.82634 -1.65995 0 0 3.64712 
-32.7182 28.9238 9800 -0.503841 -0.360817 27.9931 127.256 -13 14 1 0 1 -0.0137762 0.015569 -0.000358424 0 0 0 123.01 9772.68 -0.0154554 -0.0124909 0.999803 8.50964 -4.63584 0 0 3.64712 
-25.5806 1.30691 9800 -0.417379 0.0185825 27.9969 127.303 -13 15 1 0 1 -0.000619529 0.0120921 -1.25934e-05 0 0 0 123.055 9776.3 -0.00972151 -0.000107584 0.999953 1.55047 -4.85389 0 0 3.64712 
16.626 25.7268 9800 0.145375 -0.339356 27.9976 127.629 -13 16 1 0 1 -0.0121852 -0.00788716 0.000161715 0 0 0 123.37 9801.33 0.00506764 -0.0109723 0.999927 6.48226 2.952 0 0 3.64712 
30.137 10.3674 9800 0.316168 -0.148549 27.9978 127.72 -13 17 1 0 1 -0.00492194 -0.0142619 0.000118102 0 0 0 123.458 9808.31 0.00931293 -0.00657676 0.999935 2.52433 3.88685 0 0 3.64712 
31.1457 -28.2574 9800 0.332514 0.371867 27.9956 127.736 -13 18 1 0 1 0.0134481 -0.0148125 -0.000333873 0 0 0 123.474 9809.57 0.011576 0.0127455 0.999852 -6.8342 2.4987 0 0 3.64712 
18.7425 -52.0241 9800 0.152041 0.676709 27.9914 127.648 -13 19 1 0 1 0.0247655 -0.00900333 -0.000363604 0 0 0 123.389 9802.84 0.00365843 0.0223535 0.999743 -12.1188 -0.62225 0 0 3.64712 
4.53842 -39.7916 9800 -0.0148959 0.538058 27.9948 127.546 -13 20 1 0 1 0.0188506 -0.00216349 -6.79814e-05 0 0 0 123.29 9794.97 0.00262885 0.0208917 0.999778 -9.23793 -1.61599 0 0 3.64712 
5.03903 17.9551 9800 -0.0274399 -0.251911 27.9989 127.523 -13 21 1 0 1 -0.00848246 -0.00238353 3.37467e-05 0 0 0 123.268 9793.23 -0.00408983 -0.0113005 0.999928 5.19689 0.213197 0 0 3.64712 
