#BLTrackFile NTuple/Z12500
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight
#mm mm mm MeV/c MeV/c MeV/c ns - - - - -
22.0054 61.6945 12500 -0.807096 0.910865 27.9735 162.711 -13 1 1 0 1
0.631421 -75.7744 12500 -0.501495 -1.12829 27.9728 162.76 -13 2 1 0 1
-24.9751 -43.7107 12500 -0.286945 -0.644635 27.9911 162.664 -13 3 1 0 1
1.82454 -1.84119 12500 -0.610584 -0.0617236 27.9933 162.617 -13 4 1 0 1
29.196 -1.71879 12500 -0.908495 -0.0138394 27.9853 162.595 -13 5 1 0 1
-15.3657 -37.2437 12500 -0.405522 -0.564736 27.9914 162.656 -13 6 1 0 1
4.77498 70.6766 12500 -0.559021 1.0426 27.975 162.738 -13 7 1 0 1
36.8333 85.5537 12500 -1.0362 1.15399 27.957 162.822 -13 8 1 0 1
23.8016 51.1199 12500 -0.852648 0.788665 27.9759 162.679 -13 9 1 0 1
6.45041 11.1465 12500 -0.647674 0.181435 27.9919 162.62 -13 10 1 0 1
-3.37501 -12.1658 12500 -0.576302 -0.192233 27.9934 162.616 -13 11 1 0 1
3.20876 13.878 12500 -0.600665 0.216906 27.9927 162.63 -13 12 1 0 1
-15.1277 -20.449 12500 -0.410095 -0.318633 27.9952 162.644 -13 13 1 0 1
-28.5474 -20.1604 12500 -0.278026 -0.325999 27.9967 162.647 -13 14 1 0 1
-23.2041 3.17245 12500 -0.361023 0.00116925 27.9977 162.633 -13 15 1 0 1
15.1733 -19.1561 12500 -0.748394 -0.303643 27.9883 162.613 -13 16 1 0 1
26.7753 -9.12342 12500 -0.888427 -0.129289 27.9856 162.595 -13 17 1 0 1
27.6987 21.2083 12500 -0.89217 0.336351 27.9838 162.609 -13 18 1 0 1
15.6444 38.1116 12500 -0.762721 0.609623 27.983 162.644 -13 19 1 0 1
4.43119 31.2372 12500 -0.620549 0.471306 27.9892 162.637 -13 20 1 0 1
3.5511 -15.0612 12500 -0.649609 -0.217214 27.9916 162.608 -13 21 1 0 1
4.36754 23.701 12500 -0.637571 0.386999 27.9901 162.626 -13 22 1 0 1
-5.2277 2.9799 12500 -0.532386 0.0344868 27.9949 162.625 -13 23 1 0 1
-8.04036 21.6021 12500 -0.506396 0.347996 27.9933 162.632 -13 24 1 0 1
-15.1982 -11.0593 12500 -0.440537 -0.19502 27.9959 162.631 -13 25 1 0 1
-7.88882 -12.3342 12500 -0.513261 -0.209365 27.9945 162.628 -13 26 1 0 1
11.9322 -7.53087 12500 -0.729203 -0.134151 27.9902 162.603 -13 27 1 0 1
13.4981 -15.0058 12500 -0.745234 -0.256309 27.9889 162.607 -13 28 1 0 1
-15.3019 -37.2809 12500 -0.398507 -0.578663 27.9912 162.661 -13 29 1 0 1
15.8463 -14.4758 12500 -0.767914 -0.247894 27.9884 162.607 -13 30 1 0 1
15.5255 -2.83248 12500 -0.751685 -0.0469562 27.9899 162.605 -13 31 1 0 1
-17.513 -33.5054 12500 -0.385039 -0.55594 27.9918 162.658 -13 32 1 0 1
8.41015 10.3042 12500 -0.696194 0.173631 27.9908 162.606 -13 33 1 0 1
-3.59433 -43.3546 12500 -0.525772 -0.643759 27.9877 162.659 -13 34 1 0 1
0.874996 1.12563 12500 -0.614088 0.0175976 27.9933 162.611 -13 35 1 0 1
19.6915 -36.5164 12500 -0.805782 -0.571912 27.9826 162.636 -13 36 1 0 1
45.593 34.6314 12500 -1.1278 0.525135 27.9723 162.64 -13 37 1 0 1
28.2835 -6.73589 12500 -0.896544 -0.129814 27.9853 162.599 -13 38 1 0 1
12.7434 2.20987 12500 -0.73291 0.069971 27.9903 162.603 -13 39 1 0 1
-0.884586 10.2176 12500 -0.575186 0.156049 27.9937 162.624 -13 40 1 0 1
10.7803 -27.6983 12500 -0.712369 -0.453035 27.9873 162.626 -13 41 1 0 1
8.59985 83.6876 12500 -0.605752 1.26355 27.9649 162.816 -13 42 1 0 1
30.2774 -6.67441 12500 -0.917033 -0.0940533 27.9848 162.598 -13 43 1 0 1
3.936 -7.08095 12500 -0.644472 -0.13452 27.9923 162.611 -13 44 1 0 1
26.0657 21.2662 12500 -0.881525 0.342979 27.984 162.608 -13 45 1 0 1
-4.68563 -29.0181 12500 -0.510753 -0.427528 27.9921 162.649 -13 46 1 0 1
-2.00274 17.4192 12500 -0.573985 0.270238 27.9928 162.622 -13 47 1 0 1
10.9863 5.19929 12500 -0.717221 0.0676458 27.9907 162.603 -13 48 1 0 1
0.525963 -26.3019 12500 -0.589916 -0.456908 27.9901 162.641 -13 49 1 0 1
19.652 -13.2112 12500 -0.80693 -0.20667 27.9876 162.602 -13 50 1 0 1
-2.57966 30.5368 12500 -0.562516 0.469091 27.9904 162.636 -13 51 1 0 1
