#BLTrackFile NTuple/Z4300
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight
#mm mm mm MeV/c MeV/c MeV/c ns - - - - -
14.0512 24.7316 4300 0.209798 0.040745 27.9992 55.8733 -13 1 1 0 1
2.54865 -32.8415 4300 0.022874 -0.127237 27.9997 55.9151 -13 2 1 0 1
-10.0281 -18.3442 4300 -0.193489 -0.042995 27.9993 55.9359 -13 3 1 0 1
1.11506 -3.03793 4300 0.0248407 -0.0770412 27.9999 55.917 -13 4 1 0 1
16.4946 0.152786 4300 0.235374 0.0307379 27.999 55.8521 -13 5 1 0 1
-6.35785 -16.0865 4300 -0.111413 -0.030813 27.9998 55.9351 -13 6 1 0 1
3.32397 29.3249 4300 0.0569811 0.056458 27.9999 55.9183 -13 7 1 0 1
25.2469 30.0571 4300 0.387672 0.0626493 27.9972 55.8425 -13 8 1 0 1
16.5779 22.371 4300 0.219657 0.100449 27.999 55.8508 -13 9 1 0 1
2.28378 5.29504 4300 0.0600847 0.0186526 27.9999 55.9208 -13 10 1 0 1
1.36078 -5.48301 4300 -0.0115849 -0.00999819 28 55.8976 -13 11 1 0 1
-1.14959 6.01352 4300 0.0332949 0.00290893 28 55.945 -13 12 1 0 1
-9.3014 -9.22821 4300 -0.108481 -0.0248728 27.9998 55.9647 -13 13 1 0 1
-14.1035 -10.2593 4300 -0.215976 -0.0794909 27.9991 55.9649 -13 14 1 0 1
-10.3394 -1.90378 4300 -0.166864 -0.112249 27.9993 55.9478 -13 15 1 0 1
8.72265 -8.52788 4300 0.128855 -0.0184721 27.9997 55.8853 -13 16 1 0 1
16.2606 -2.97728 4300 0.218271 0.0265627 27.9991 55.8467 -13 17 1 0 1
16.2366 9.44929 4300 0.227978 0.0337573 27.9991 55.8524 -13 18 1 0 1
11.6884 17.7448 4300 0.143155 0.0833247 27.9995 55.8642 -13 19 1 0 1
2.71345 12.6048 4300 0.0468714 -0.0180392 28 55.9115 -13 20 1 0 1
5.49579 -5.29524 4300 0.0418506 0.0385798 27.9999 55.8784 -13 21 1 0 1
3.91777 11.4952 4300 0.0474913 0.0523838 27.9999 55.8988 -13 22 1 0 1
-3.27815 0.481903 4300 -0.0297577 -0.027018 28 55.9376 -13 23 1 0 1
-2.66659 10.3489 4300 -0.0515051 0.0429117 27.9999 55.9224 -13 24 1 0 1
-6.39119 -6.50887 4300 -0.105015 -0.0642942 27.9997 55.9357 -13 25 1 0 1
-3.15917 -6.59906 4300 -0.0489746 -0.0464441 27.9999 55.9283 -13 26 1 0 1
8.48771 -4.33677 4300 0.105101 -0.0401013 27.9998 55.8758 -13 27 1 0 1
9.44295 -7.92097 4300 0.117727 -0.0573666 27.9997 55.8721 -13 28 1 0 1
-7.19785 -17.0596 4300 -0.111905 -0.0666008 27.9997 55.9442 -13 29 1 0 1
10.273 -7.66509 4300 0.135582 -0.0570361 27.9996 55.8717 -13 30 1 0 1
8.13645 -1.38828 4300 0.129733 -0.00683014 27.9997 55.8909 -13 31 1 0 1
