#BLTrackFile NTuple/Z19250
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight
#mm mm mm MeV/c MeV/c MeV/c ns - - - - -
3.78847 -9.76965 19250 0.895956 3.97961 27.7013 250.89 -13 1 1 0 1
-0.725178 12.6221 19250 -0.108483 -5.13658 27.5246 251.053 -13 2 1 0 1
8.25241 8.12 19250 -0.689264 -2.58536 27.8719 250.718 -13 3 1 0 1
0.781537 0.98316 19250 0.0294805 -0.0465864 27.9999 250.513 -13 4 1 0 1
-15.2643 0.264444 19250 0.445365 -0.0998712 27.9963 250.533 -13 5 1 0 1
9.22349 9.23413 19250 -0.303585 -2.09612 27.9198 250.646 -13 6 1 0 1
0.80492 -12.796 19250 0.096687 4.71229 27.6005 250.971 -13 7 1 0 1
78.9405 11.1666 19250 3.87631 5.90131 27.0952 251.484 -13 8 1 0 1
-2.12376 -9.70935 19250 0.788629 3.10745 27.8159 250.776 -13 9 1 0 1
-2.24837 -3.49516 19250 0.0606103 0.536439 27.9948 250.523 -13 10 1 0 1
3.92835 3.73692 19250 0.0135762 -0.595247 27.9937 250.519 -13 11 1 0 1
0.338259 -4.24338 19250 0.00512113 0.68345 27.9917 250.536 -13 12 1 0 1
11.5362 5.68017 19250 -0.235539 -1.04448 27.9795 250.579 -13 13 1 0 1
16.3898 4.84231 19250 -0.500978 -1.02983 27.9766 250.615 -13 14 1 0 1
16.0306 -0.213029 19250 -0.275239 0.215547 27.9978 250.559 -13 15 1 0 1
-7.89154 5.61237 19250 0.20196 -0.959339 27.9828 250.538 -13 16 1 0 1
-14.1259 2.22712 19250 0.419135 -0.463458 27.993 250.532 -13 17 1 0 1
-13.3258 -5.37109 19250 0.476679 1.08056 27.9751 250.569 -13 18 1 0 1
-6.12775 -10.0407 19250 0.336378 2.11326 27.9181 250.636 -13 19 1 0 1
-0.697119 -8.78488 19250 0.0560703 1.6836 27.9493 250.585 -13 20 1 0 1
-0.963575 4.34421 19250 0.0913119 -0.767375 27.9893 250.515 -13 21 1 0 1
-1.02627 -7.23607 19250 0.0742774 1.19987 27.9742 250.552 -13 22 1 0 1
5.86483 -0.759845 19250 -0.0519283 0.159215 27.9995 250.524 -13 23 1 0 1
7.1974 -6.474 19250 -0.0828651 1.08977 27.9787 250.556 -13 24 1 0 1
11.8667 3.49267 19250 -0.155145 -0.518895 27.9948 250.546 -13 25 1 0 1
7.34897 3.92015 19250 -0.0668062 -0.586696 27.9938 250.535 -13 26 1 0 1
-6.47596 2.47945 19250 0.166065 -0.344035 27.9974 250.508 -13 27 1 0 1
-7.30666 4.70356 19250 0.196659 -0.717203 27.9901 250.523 -13 28 1 0 1
9.18139 9.35864 19250 -0.321254 -2.08867 27.9201 250.653 -13 29 1 0 1
-8.68272 4.49917 19250 0.225098 -0.69036 27.9906 250.525 -13 30 1 0 1
