#BLTrackFile2 Z6700
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight Bx By Bz Ex Ey Ez ProperTime PathLength PolX PolY PolZ InitX InitY InitZ InitT InitKE
35.7918 -11.5944 6700 -0.0557266 -0.741355 27.9901 87.1374 -13 1 1 0 1 5.50323e-06 0.00145489 -7.95175e-05 0 0 0 84.2299 6691.78 0.000550643 -0.025838 0.999666 -18.2711 0.0687087 0 0 3.64712 
6.81398 12.5195 6700 -0.0877746 0.959582 27.9834 87.1834 -13 2 1 0 1 -2.63099e-05 0.00149553 9.46443e-05 0 0 0 84.2744 6695.31 -0.000878876 0.0342723 0.999412 24.1057 3.44172 0 0 3.64712 
-26.4812 7.99913 6700 -0.130735 0.543716 27.9944 87.1943 -13 3 1 0 1 -9.98268e-06 0.00155813 5.14365e-05 0 0 0 84.2849 6696.14 -0.00503401 0.0166095 0.999849 15.1374 -3.46781 0 0 3.64712 
5.62244 -1.40436 6700 -0.0780758 0.067118 27.9998 87.1691 -13 4 1 0 1 3.12402e-06 0.00150197 -1.0651e-05 0 0 0 84.2606 6694.21 0.00169308 0.00430205 0.999989 1.9832 0.0415661 0 0 3.64712 
40.8778 1.10012 6700 -0.0522205 0.00487633 28 87.108 -13 5 1 0 1 -9.81484e-07 0.00145552 8.11417e-06 0 0 0 84.2015 6689.52 -0.00262334 0.000255786 0.999997 0.0959302 4.03973 0 0 3.64712 
-14.9026 7.20286 6700 -0.108404 0.477183 27.9957 87.1911 -13 6 1 0 1 -1.07477e-05 0.00154029 4.64662e-05 0 0 0 84.2819 6695.9 -0.00393633 0.0172742 0.999843 13.1196 -1.43483 0 0 3.64712 
10.7495 -13.2796 6700 -0.0748276 -0.872783 27.9863 87.1832 -13 7 1 0 1 2.42609e-05 0.00148701 -9.96066e-05 0 0 0 84.2742 6695.29 -5.62515e-05 -0.0292635 0.999572 -21.0446 -3.72744 0 0 3.64712 
63.4048 -14.37 6700 -0.0323482 -0.91428 27.9851 87.1181 -13 8 1 0 1 6.37213e-06 0.0014327 -0.000110882 0 0 0 84.2112 6690.29 0.00118848 -0.0313397 0.999508 -22.7148 3.27163 0 0 3.64712 
39.2835 -8.10668 6700 -0.0642177 -0.652154 27.9923 87.1141 -13 9 1 0 1 5.94985e-06 0.00145511 -5.83849e-05 0 0 0 84.2074 6689.98 -0.00347212 -0.0250511 0.99968 -15.6965 0.387485 0 0 3.64712 
10.0864 -2.02313 6700 -0.0664842 -0.153871 27.9995 87.1733 -13 10 1 0 1 3.86228e-06 0.00149186 -1.51336e-05 0 0 0 84.2647 6694.53 -0.000949663 -0.00123615 0.999999 -3.37225 0.0960781 0 0 3.64712 
2.47105 2.44839 6700 -0.097751 0.162219 27.9994 87.1498 -13 11 1 0 1 -6.00854e-06 0.00150874 1.89335e-05 0 0 0 84.2419 6692.73 -0.00336899 0.00417663 0.999986 4.9412 -0.874347 0 0 3.64712 
4.12624 -3.00331 6700 -0.0619011 -0.18052 27.9993 87.1974 -13 12 1 0 1 7.0334e-06 0.0015049 -2.29775e-05 0 0 0 84.288 6696.38 0.000571931 0.000379961 1 -4.09976 -0.228467 0 0 3.64712 
-17.8222 3.84406 6700 -0.0927719 0.271246 27.9985 87.2184 -13 13 1 0 1 -6.02959e-06 0.00154463 2.49655e-05 0 0 0 84.3082 6697.99 -0.00177734 0.0144742 0.999894 7.82634 -1.65995 0 0 3.64712 
-32.9896 2.35162 6700 -0.122293 0.286879 27.9983 87.2208 -13 14 1 0 1 -1.83153e-06 0.00156555 1.62118e-05 0 0 0 84.3105 6698.18 -0.00109594 0.0106709 0.999942 8.50964 -4.63584 0 0 3.64712 
-24.3993 -3.32903 6700 -0.117137 0.0220669 27.9997 87.2011 -13 15 1 0 1 4.5234e-06 0.00155663 -2.18497e-05 0 0 0 84.2915 6696.66 0.00173002 1.25597e-05 0.999999 1.55047 -4.85389 0 0 3.64712 
22.9751 3.73377 6700 -0.0659128 0.252174 27.9988 87.1395 -13 16 1 0 1 -5.28237e-06 0.00147155 2.87295e-05 0 0 0 84.2319 6691.93 -0.00176406 0.0101834 0.999947 6.48226 2.952 0 0 3.64712 
39.0434 2.59223 6700 -0.0596361 0.0987445 27.9998 87.1023 -13 17 1 0 1 -1.84601e-06 0.00145607 1.86029e-05 0 0 0 84.196 6689.08 -0.00341312 0.00227398 0.999992 2.52433 3.88685 0 0 3.64712 
39.8869 -3.70071 6700 -0.055247 -0.277021 27.9986 87.1094 -13 18 1 0 1 2.92757e-06 0.00145557 -2.68935e-05 0 0 0 84.2029 6689.63 -0.00156831 -0.0104635 0.999944 -6.8342 2.4987 0 0 3.64712 
27.2674 -6.13953 6700 -0.0753098 -0.512906 27.9952 87.1226 -13 19 1 0 1 6.96369e-06 0.00146546 -4.69485e-05 0 0 0 84.2157 6690.64 -0.00372889 -0.0202152 0.999789 -12.1188 -0.62225 0 0 3.64712 
9.27517 -7.24242 6700 -0.0754772 -0.386544 27.9972 87.1659 -13 20 1 0 1 1.42134e-05 0.00149259 -5.4236e-05 0 0 0 84.2574 6693.96 0.00116574 -0.0121512 0.999925 -9.23793 -1.61599 0 0 3.64712 
11.6216 4.23307 6700 -0.0925301 0.172123 27.9993 87.1309 -13 21 1 0 1 -7.67278e-06 0.00148804 3.16515e-05 0 0 0 84.2237 6691.28 -0.00570913 0.0038749 0.999976 5.19689 0.213197 0 0 3.64712 
10.5443 -3.95574 6700 -0.0815807 -0.330835 27.9979 87.1529 -13 22 1 0 1 7.43538e-06 0.00149047 -2.95795e-05 0 0 0 84.245 6692.97 -0.002932 -0.0114173 0.999931 -7.47099 -1.56257 0 0 3.64712 
-3.98446 -1.29731 6700 -0.0829889 -0.0231887 27.9999 87.1894 -13 23 1 0 1 2.81918e-06 0.0015236 -9.48937e-06 0 0 0 84.2802 6695.77 -0.000134463 0.00266137 0.999996 0.102002 -1.35509 0 0 3.64712 
-5.35053 -3.7215 6700 -0.0968542 -0.29904 27.9982 87.1759 -13 24 1 0 1 7.64465e-06 0.00152594 -2.68674e-05 0 0 0 84.2671 6694.73 -0.00314327 -0.0100995 0.999944 -6.33421 -3.53225 0 0 3.64712 
-14.3656 0.895094 6700 -0.105505 0.176162 27.9992 87.1886 -13 25 1 0 1 -1.33669e-06 0.00154164 5.7945e-06 0 0 0 84.2794 6695.71 -0.000730055 0.00658472 0.999978 5.37369 -2.60923 0 0 3.64712 
-5.64429 1.61903 6700 -0.0931962 0.184325 27.9992 87.1808 -13 26 1 0 1 -3.28094e-06 0.00152723 1.16589e-05 0 0 0 84.2719 6695.11 -0.000992829 0.00795724 0.999968 5.39547 -1.15456 0 0 3.64712 
